,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,,,,,,,Dress,https://www.trendyol.com/sd-luxury/kruvaze-yaka-uzun-kollu-kusakli-sifon-elbise-kruvaze-yaka-puantiyeli-uzun-kollu-kusakli-sifon-elbise-p-781461865,Dokuma,Puantiyeli,Kruvaze,,Standart Kol,V Yaka,Siyah,Uzun,Uzun,,Casual/Günlük,Tekli,100% Polyester,Type 1,Polyester,,Günlük,Mini,Tüm Yaş Grupları,,Cepsiz,,,,,,,,Şifon,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/tam-moda/kadin-u-yaka-elbise-kaskorse-p-738446341,Örme,Düz,Bele Oturan,Cool & Comfort,Uzun Kol,U Yaka,Siyah,Uzun,Midi,Basic,Casual/Günlük,Tekli,,T1,Polyester Karışımlı,Basic,Gece,Midi,Tüm Yaş Grupları,,Cepsiz,,,Orta,Ek Özellik Mevcut Değil,,,,Kaşkorse,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-lacivert-kalin-askili-likrali-midi-elbise-elb-19001867-p-818100663,Dokuma,Düz,Slim,,Askılı,Kare Yaka,Lacivert,Askılı,Midi,A-line,Casual/Günlük,Tekli,"95% Pamuk, 5% Likra",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,,,,,,,,,Kalın,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-siyah-yakasi-bagcikli-salas-elbise-elb-19002073-p-810287689,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,,Midi,A-line,,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,,Bağcıklı,,,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-fermuarli-polo-yaka-triko-elbise-dp00200-p-803589004,Dokuma,Düz,Regular,,Standart Kol,Polo Yaka,Siyah,Kısa,Mini,A-line,,Tekli,100% Akrilik,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Akrilik,,,Mini,,Fermuarlı,,Fermuar,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/babushka/midi-boy-tul-elbise-p-637929701,Dokuma,,Regular,Sexy,,,Siyah,Uzun,Midi,,Young,Tekli,,,,Young,Günlük,,,,,,,,,,,,Tül,,,,,,,,,,
0,Düz,,,,,,Dress,https://www.trendyol.com/mango/dugumlu-pamuklu-elbise-p-812906305,Örme,,Regular,,,,Siyah,Kolsuz,Standart,,,,100% Pamuk,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/saks-mavisi-ithal-krep-kumas-ince-askili-katlamali-elbise-p-338988221,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Mavi,Askılı,Midi,A-line,,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Krep,,,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,,İnce,İç Göstermeyen,Hayır,,,Krep,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ipekyol/cicek-desen-elbise-p-303792793,Dokuma,Baskılı,Regular,,Standart Kol,Bisiklet Yaka,Mavi,Askılı,Midi,A-line,Casual/Günlük,Tekli,"58% Viskoz, 42% Keten",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,,,Midi,,,,,,Orta,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ozel-tasarim/cicekli-mini-elbise-yeni-sezon-elbise-yazlik-elbise-p-727847496,,Çiçekli,,,,,Turuncu,,Mini,,,,,,,,Trend,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/isilda-fashion/siyah-ip-askili-kruvaze-yaka-kadife-elbise-p-785348699,Dokuma,Düz,Kruvaze,Sexy,Tek Kol,Kalp Yaka,Siyah,Tek Kol,Mini,Bodycone,Şık / gece,Tekli,0% 100 Polyester,Type 1,Kadife,Tesettür Giyim,Trend,Mini,,Fermuarlı,,,,Orta,,,,,Krep,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-orta-mavi-yirtmacli-denim-elbise-rv00185-p-819370864,Denim,,Regular,,,,Turuncu,Kısa,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-pembe-on-arka-v-yaka-balon-kol-kemer-detayli-desenli-mini-elbise-arm-24y001016-p-812956765,Dokuma,Baskılı,Regular,,Standart Kol,Bisiklet Yaka,Pembe,,Midi,A-line,,Tekli,"50% Polyester, 50% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/defacto/bodycon-yarim-balikci-yaka-kolsuz-midi-elbise-p-760472590,Dokuma,Düz,Fitted,Cool & Comfort,Standart Kol,Bisiklet Yaka,Siyah,Askılı,Midi,Bodycone,Casual/Günlük,Tekli,"74% Viskoz, 24% Polyester, 2% Elastan",Type 1,,Basic,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/gulseli/siyah-kadin-bisiklet-yaka-kilos-elbise-p-731131324,Dokuma,Düz,Bele Oturan,Feminine,Kolsuz,Bisiklet Yaka,Siyah,Kolsuz,Uzun,,Casual/Günlük,,"95% Polyester, 5% CottonÜrün",,Pamuk Polyester,,Trend,Maxi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,Düz,Orta,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/rockandroll/kadin-siyah-duz-baskisiz-kisa-kollu-penye-t-shirt-elbise-p-88884806,Örme,Düz,Comfort,,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Mini,,,Tekli,,Type 1,Pamuklu,Basic,Günlük,Midi,,,,,Düz,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ggcoco/kadin-yesil-ip-askili-sandy-mini-elbise-duz-p-694763621,Örme,Düz,Slim,Sexy,İnce Askılı,Straplez,Yeşil,Kolsuz,Mini,Slim,Şık / gece,Tekli,"95% Pamuk, 5% Elastan",,Likra,Design,,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Astarlı,Düz,Orta,İç Göstermeyen,Evet,,Astarlı,Comfort,Baskısız,Kemersiz,,,,,,,,
0,polo,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-kirmizi-krem-polo-yaka-desenli-yazlik-elbise-of00001-p-819354581,Dokuma,Desenli,Regular,,,Polo Yaka,Kırmızı,Kısa,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/gusto/arkasi-bagcikli-desenli-elbise-mavi-p-809634121,Dokuma,Desenli,Relaxed,,,,Mavi,,Mini,,,,"80% Viskoz, 20% Poliamid",,,,,,Tüm Yaş Grupları,Bağcıklı,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/moda-dina/siyah-askili-mini-klos-elbise-mezuniyet-elbisesi-dogum-gunu-elbisesi-party-elbisesi-p-735713399,Dokuma,,Kloş,,Askılı,,Siyah,Askılı,Mini,,Party,,,,,,,,,,,,,,,,,,Krep,,,,,,,,,,
0,125,,,,,,Dress,https://www.trendyol.com/modabetce/kruvaze-yaka-mavi-dama-elbise-p-817175790,Dokuma,Dama,Kruvaze,,Kısa Kol,Kruvaze,Mavi,Kısa,Midi,,Günlük,,,,Viskon,,Günlük,Midi,21 - 40 Yaş,,Cepsiz,Lastikli Bel,Düz,İnce,Beli lastikli,,,Astarsız,,,Kemersiz,,,,,,,,
0,ElbiseGeri,89,65,91,,51,Dress,https://www.trendyol.com/masspera/kruvaze-yaka-kisa-kol-volanli-kusakli-midi-boy-elbise-p-251826170,Dokuma,Düz,Kruvaze,Cool & Comfort,Kısa Kol,Kruvaze,Mavi,Kısa,Midi,Kruvaze,Şık / gece,Tekli,,type 1,Krep,Prom/Bridesmaid,Trend,Midi,21 - 40 Yaş,Kuşaklı,Cepsiz,Kuşaklı,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kuşaklı,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-yazlik-siyah-yandan-baglamali-kalin-fitili-elbise-p-807571587,Örme,,Comfort,,,,Siyah,,Mini,,,,,,,,Trend,,Tüm Yaş Grupları,,,,,Kalın,,,,,,,,,,,,,,,
0,,86,60,92,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-mavi-yesil-derin-v-yaka-yazlik-uzun-viskon-elbise-ci00081-p-819345339,Dokuma,Baskılı,Regular,,Standart Kol,V Yaka,Mavi,Uzun,Midi,A-line,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,Astarsız,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-beyaz-v-yaka-fistolu-klos-elbise-mc00280-p-817265994,Dokuma,Ajurlu,Regular,,,,Beyaz,Kolsuz,Regular,,,,100% Pamuk,,Pamuklu,,,,,,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ozel-tasarim/askili-elbise-etegi-volanli-elbise-gogus-destekli-elbise-mini-elbise-cicekli-elbise-desenli-elbise-p-256242224,Dokuma,Çiçekli,Dar,Fashion Forward,Askılı,Kalp Yaka,Mavi,Askılı,Mini,Smock,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",TYPE1,Dokuma,Basic,Günlük,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Baskılı,,Ek Özellik Mevcut Değil,Hayır,,Astarlı,Vual,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-askili-ajurlu-yazlik-triko-elbise-p-699240693,Dokuma,Düz,Regular,Feminine,Askılı,V Yaka,Bej,Askılı,Midi,A-line,Casual/Günlük,Tekli,100% Akrilik,Type 1,Akrilik,Plaj Tekstil,Günlük,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,,Orta,Ek Özellik Mevcut Değil,,,Astarlı,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/twist/desenli-midi-elbise-p-732239072,,Desenli,,,,,Beyaz,,Midi,,,,100% Viskoz,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/munora-butik/beyaz-sortlu-klos-tulum-elbise-p-709090793,,,Kloş,,Askılı,,Beyaz,Askılı,,,,,,,,,,Mini,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bershka/askili-kare-yaka-midi-elbise-p-805477722,Dokuma,Düz,Comfort,Cool & Comfort,Standart Kol,Kare Yaka,Çok Renkli,Askılı,Standart,Basic,Casual/Günlük,Tekli,"96% Pamuk, 4% Elastan",Type1,Pamuklu,Basic,Trend,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,,,,,Baskısız,Kemersiz,,,,,,,,
0,1.80,80,60,,S,,Dress,https://www.trendyol.com/lela/desenli-regular-fit-kolsuz-elbise-elbise-5865731-p-816515659,Dokuma,Desenli,Regular,Fashion Forward,Kolsuz,Sıfır Yaka,Yeşil,Kolsuz,Standart,,,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Machine Wash 30°,Polyester Karışımlı,,Günlük,Midi,Tüm Yaş Grupları,,,,,Orta,Ek Özellik Mevcut Değil,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/gap/kadin-pembe-mini-gomlek-elbise-p-114845845,,,Gömlek Elbise,,,,Pembe,Kısa,Mini,,,,100% Pamuk,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/1481-omuz-acik-kot-elbise-acik-mavi-p-4765108,Dokuma,Düz,Regular,,Standart Kol,Carmen Yaka,Mavi,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% COTTONÜrün,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,,Mini,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/janes/kadin-giyim-kadin-kisa-kollu-v-yaka-maxi-boy-elbise-p-734275907,Dokuma,Düz,Slim,None Persona,Standart Kol,Sıfır Yaka,Siyah,Uzun,Standart,Basic,Casual/Günlük,Tekli,,,Pamuklu,Basic,Günlük,Regular,Tüm Yaş Grupları,Düğmeli,Cepsiz,Düğme,Düz,Kalın,Ek Özellik Mevcut Değil,Organik,,Astarsız,Comfort,Baskısız,Kemersiz,,,Çift Kapaklı,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-beyaz-kontrast-gecisli-elbise-rg00023-p-817265958,Dokuma,,Regular,,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Standart,,,,100% Polyester,,Polyester,,,,,,Çift Kapaklı,,,,,,,,,,,,,,,,,,
0,1.73,85,70,,,,Dress,https://www.trendyol.com/saade/fusya-bisiklet-yaka-kol-gipe-detayli-kat-kat-elbise-p-684488160,Dokuma,Dokulu,Regular,Cool & Comfort,Uzun Kol,Bisiklet Yaka,Pembe,Uzun,Uzun,A-line,Casual/Günlük,Tekli,100% Polyester,,Polyester Karışımlı,Tesettür Giyim,Trend,Maxi,,,Cepsiz,Gipe,,İnce,İç Göstermeyen,Hayır,,Astarsız,Gofre,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/trend-alacati-stili/kadin-fusya-kayik-yaka-beli-dekolteli-yanlari-volanli-poplin-elbise-alc-x8503-p-283117364,Dokuma,Düz,Regular,Feminine,Büzgülü/Fırfırlı Kol,Kayık Yaka,Pembe,Kolsuz,Mini,Smock,Party,,"65% Pamuk, 35% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk Polyester,Young,Gece,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Fırfır,,,,,,Astarsız,Poplin,,Kemersiz,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-trend-kruvaze-yaka-yandan-baglamali-yazlik-elbise-p-805852433,Dokuma,,Comfort,,,Kruvaze,Siyah,,Uzun,,,,,,Krep,,Trend,,,,,,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-kahverengi-bol-uzun-gunluk-yazlik-orme-elbise-dz00076-p-685278325,Örme,Düz,Regular,,Standart Kol,Bisiklet Yaka,Kahverengi,Kısa,Midi,Basic,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,Günlük,Uzun,Tüm Yaş Grupları,,Cepsiz,Yırtmaçlı,Düz,,,,,Astarsız,Örgü,,Kemersiz,,,,,,,,
0,1.75,87,60,90Mankenin,,,Dress,https://www.trendyol.com/kucugum-butik/limon-desenli-kat-kat-elbise-p-735266671,Dokuma,Meyve,Oversize,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Sarı,Kısa,Midi,Relaxed,Günlük,2'li,,,%100 Pamuk,Young,Günlük,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Fermuar,İpliği Boyalı,İnce,İç Göstermeyen,Evet,,Astarsız,Poplin,,Kuşaklı,Yok,,,,,,,
0,1.75Numune,,,,,,Dress,https://www.trendyol.com/kozzy/kadin-polo-yaka-kisa-kollu-kaskorse-kisa-elbise-kirmizi-p-812233218,Örme,Düz,Fitted,Sexy,Kısa Kol,Polo Yaka,Kırmızı,Kısa,Mini,Slim,Günlük,Tekli,,,Örme,Basic,Günlük,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,İnce,İç Göstermeyen,Organik,,Astarsız,Kaşkorse,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/isilda-fashion/kadin-giyim-cicek-desenli-citir-mini-elbise-p-649684215,Dokuma,Çiçekli,Regular,Cool & Comfort,Askılı,Kare Yaka,Çok Renkli,Askılı,Mini,Eteği Fırfırlı,Casual/Günlük,Tekli,"90% Polyester, 10% Elastan",Type 1,,Basic,Günlük,Mini,Tüm Yaş Grupları,,Cepsiz,,Baskılı,İnce,Ek Özellik Mevcut Değil,Hayır,,Astarsız,,Dijital Baskı,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/siyah-kare-yaka-yirtmacli-elbise-ate8185-p-759863737,,,Yırtmaçlı,,,Kare Yaka,Siyah,,,,,,,,,,,,Tüm Yaş Grupları,,,,,,Yırtmaçlı,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/nocturne/drapeli-uzun-elbise-p-793582127,Dokuma,Düz,Slim Fit,Fashion Forward,Uzun Kol,Asimetrik Yaka,Kırmızı,Uzun,Uzun,,,Tekli,"92% Polyester, 8% Elastan",,Polyester Karışımlı,,,,,,Cepsiz,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fav-style/kadin-tek-omuz-buzgu-detayli-mini-elbise-p-737327683,Dokuma,Düz,Slim,Young,Tek Kol,Asimetrik Yaka,Kırmızı,Kolsuz,Mini,Slim,Şık / gece,Tekli,,,Poliamid Karışımlı,Design,Gece,Mini,,Kapamasız,Cepsiz,Büzgü / Drape,Düz,İnce,Ek Özellik Mevcut Değil,,,Astarlı,Sandy,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/yesil-prenses-kol-yirtmac-detayli-kalp-yaka-midi-boy-elbise-p-734459660,Dokuma,Düz,Regular,Fashion Forward,Standart Kol,V Yaka,Yeşil,Uzun,Midi,A-line,Gündüz / Gece,Tekli,100% Polyester,Type 1,Krep,Young,Gece,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/lc-waikiki/your-fashion-style-dan-kadin-fitilli-lacivert-elbise-bisiklet-yaka-cizgili-kisa-kollu-p-77786515,Denim,Çizgili,Comfort,,Kısa Kol,Bisiklet Yaka,Lacivert,Kısa,Mini,,,,"65% Polyester, 31% Viskoz, 4% Elastan",,,,Günlük,,,,,,Düz,,,,,,Fitilli,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/kirmizi-tek-kol-midi-boy-krep-kumas-elbise-p-363251745,Dokuma,Düz,Regular,Feminine,Standart Kol,V Yaka,Kırmızı,Uzun,Midi,A-line,Şık / gece,Tekli,100% Polyester,Type 1,Krep,Basic,Gece,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
0,1.73,,,,,52,Dress,https://www.trendyol.com/lela/pamuklu-kisa-kollu-cift-yirtmacli-midi-elbise-elbise-5864205-p-244215264,Dokuma,,Yırtmaçlı,,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Midi,,,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Type 1,%100 Pamuk,,,Midi,Tüm Yaş Grupları,,,Yırtmaçlı,,,Yırtmaçlı,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/qimya-butik/buketli-kadin-tamamen-tasli-fiyonk-detayli-kisa-kollu-duz-kesim-kisa-elbise-p-819672406,Dokuma,Düz,Comfort,,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Mini,,Gündüz / Gece,Tekli,,,Pamuklu,,Klasik,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,İnci/Trok/Taş/Kuş Gözü,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Scuba Krep,Baskısız,Kemersiz,,,,,,,,
0,,90,66,,38,,Dress,https://www.trendyol.com/olalady/kadin-sirt-dekolteli-sort-etekli-klos-kesim-sandy-ince-askili-elbise-p-805562726,Dokuma,Düz,Bele Oturan,,Askılı,Degaje Yaka,Beyaz,Kolsuz,Mini,Kloş,Şık / gece,Tekli,,,Poliamid Karışımlı,Party,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,İnce,İç Göstermeyen,Hayır,,Astarsız,Sandy,,Kemersiz,,,,,,,,
0,172,,,,,,Dress,https://www.trendyol.com/babillco/kadin-bej-uzun-yirtmac-detayli-cicekli-elbise-p-103594862,Dokuma,Çiçekli,Regular,Young,Kısa Kol,Kare Yaka,Bej,Kısa,Midi,,Young,Tekli,"95% Koton, 5% Elastan",T2,Pamuk-Polyester-Elastan,Young,Trend,Midi,,Fermuarlı,Cepsiz,Yırtmaçlı,,Orta,Yırtmaçlı,,,Astarlı,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fiox-atelier/kadin-tek-kol-astarli-drapeli-mini-trend-tul-elbise-p-773622191,Örme,Düz,Bele Oturan,Fashion Forward,Uzun Kol,Kayık Yaka,Siyah,Tek Kol,Mini,Bodycone,Şık / gece,Tekli,,Type1,Tül,Design,Trend,Mini,,,Cepsiz,,Düz,Orta,,,,Astarlı,Tül,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/1947-desenli-uzun-elbise-beyaz-p-37711239,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Mavi,Askılı,Midi,A-line,Casual/Günlük,Tekli,100% ViskozÜrün,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,Günlük,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/melek-moda/nikah-elbisesi-p-315646577,Örme,Düz,Bele Oturan,Feminine,Uzun Kol,,Beyaz,Uzun,181,Balık,Mezuniyet/Balo,Tekli,,type 2,,,Klasik,Maxi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/genel-markalar/kadin-uzun-kollu-kruvaze-yaka-dijital-baskili-fiyonk-detay-dalgic-kumas-elbise-p-745763220,Denim,Baskılı,Kruvaze,,Uzun Kol,V Yaka,Siyah,Uzun,Uzun,,Şık / gece,Tekli,,Type 1,Likra,,Gece,Midi,Tüm Yaş Grupları,,Cepsiz,,Baskılı,Orta,,,,Astarsız,Dalgıç/Scuba,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-kare-yaka-gipeli-multi-desenli-klos-elbise-p-702086167,Dokuma,Baskılı,Regular,,Standart Kol,Kare Yaka,Mavi,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Basic,,Midi,Tüm Yaş Grupları,,,Gipe,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sorridi/siyah-magnola-kare-yaka-kalin-aski-klos-elbise-p-814453022,Dokuma,Düz,Bele Oturan,,Kolsuz,Kare Yaka,Siyah,Kolsuz,Midi,,Günlük,,,,Pamuk Polyester,Eco-friendly,Trend,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,,,Kalın,İç Göstermeyen,Evet,,Astarlı,,Baskısız,Kemersiz,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-halter-yaka-fitilli-saran-orme-elbise-pg00092-p-811453964,Örme,,Straight,,Askılı,Halter Yaka,Siyah,Kolsuz,Standart,,,,"95% Pamuk, 5% Elastan",,,Basic,,Regular,,,,,,,,,,,Fitilli,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-derin-v-yaka-kalin-askili-orme-elbise-mc00268-p-810217121,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Askılı,Midi,A-line,,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,Basic,,,,,,,,Kalın,,,,,,,,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-siyah-yazlik-v-yaka-belden-kemerli-elbise-p-815913872,Örme,,Comfort,,,,Siyah,,Standart,,,,,,,,Trend,,,,,,,,,,,,,,,,,,,,,,
