,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,,,,,,,Dress,https://www.trendyol.com/enmodaicgiyim/kadin-cok-renkli-desenli-sifir-kol-elbise-p-744832104,Dokuma,Desenli,Oversize,Cool & Comfort,Kolsuz,V Yaka,Çok Renkli,Kolsuz,Regular,Basic,Günlük,Tekli,100% Pamuk,Type1,Pamuklu,Basic,Günlük,Midi,Tüm Yaş Grupları,,Cepsiz,,,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarsız,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/anvelop-elbise-v-yaka-baglama-detayli-p-821360439,Örme,Düz,Regular,,,,Pembe,Kolsuz,Midi,,Sportswear,,"%4 Elastan, %96 Polyester",,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.79,89,61,92,,,Dress,https://www.trendyol.com/ethiquet/dellilah-kadin-fittilli-gorunumlu-vucudu-tamamen-saran-kalin-askili-kalem-siyah-elbise-p-750087155,Örme,Düz,Slim,Smart,Askılı,Straplez,Siyah,Kolsuz,Midi,Basic,Günlük,Tekli,,Type 1,Pamuklu,Young,,,,Kapamasız,Cepsiz,,,Orta,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/denikk/1018-kayik-yaka-onu-kruvaze-midi-boy-yumusak-kumas-kadin-siyah-trend-elbise-p-758029980,Örme,Düz,Kruvaze,Feminine,Uzun Kol,Kalp Yaka,Siyah,Uzun,Midi,Basic,Şık / gece,Tekli,,Type 1,Pamuklu,Party,Trend,,Tüm Yaş Grupları,,,,,,Ek Özellik Mevcut Değil,Hayır,,,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ekim-store/drapeli-korse-detay-mini-elbise-p-811192223,Dokuma,Düz,Bele Oturan,Fashion Forward,Askılı,Kalp Yaka,Beyaz,Askılı,Mini,Anvelop,Gündüz / Gece,Tekli,,,Polyester Karışımlı,Basic,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Büzgü / Drape,Düz,Orta,İç Göstermeyen,Recycle+Organik,SS,Astarlı,Sandy,Baskısız,Kemersiz,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/avones/kadin-siyah-kemerli-uzun-elbise-p-290704067,Örme,Baskılı,Regular,Cool & Comfort,,Bisiklet Yaka,Siyah,Uzun,Uzun,,Gündüz / Gece,Tekli,100% pamuklu,Type 1,Örme,Basic,Günlük,Uzun,Tüm Yaş Grupları,,Cepsiz,,Düz,İnce,,,,Astarsız,Süprem,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/juji/kadin-yirtmacli-bol-kesim-etek-yaka-baglama-detay-kisa-kollu-mavi-cicekli-beyaz-yazlik-elbise-p-683048239,Dokuma,Çiçekli,Regular,Cool & Comfort,Balon Kol,Kare Yaka,Beyaz,Kısa,Uzun,A-line,Casual/Günlük,Tekli,,Type 1,,,Günlük,Midi,,Bağcıklı,,,,İnce,Yırtmaçlı,,,,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-yesil-fermuarli-buyuk-palmiye-desenli-elbise-elb-19000615-p-6898019,Dokuma,Puantiyeli,Regular,Cool & Comfort,Standart Kol,Kare Yaka,Haki,Askılı,Midi,Basic,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester Karışımlı,Christmas,Günlük,Midi,21 - 40 Yaş,Fermuarlı,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/puqqa/kadin-trend-varak-desenli-tul-astarli-elbise-puqqa-p-808450738,Dokuma,Baskılı,Gömlek,Cool & Comfort,Askılı,Bisiklet Yaka,Siyah,Askılı,Uzun,A-line,Casual/Günlük,Tekli,100% Polyester,T1,Polyester,,Trend,Uzun,Tüm Yaş Grupları,,,,,,,,,Astarlı,Sandy,,,,,,,,,,
0,,89,64,92Model,,,Dress,https://www.trendyol.com/olalook/kadin-zebra-yesil-halter-yaka-kusakli-dokuma-viscon-elbise-elb-19001548-p-706061854,Dokuma,Çiçekli,Fitted,Cool & Comfort,Standart Kol,Bisiklet Yaka,Yeşil,Kolsuz,Midi,Basic,Casual/Günlük,Tekli,"50% Viskon, 50% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,Basic,Günlük,Midi,,Kuşaklı,,Kuşaklı,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-burumcuklu-kolsuz-etegi-firfirli-elbise-arm-23y001137-p-756715782,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Siyah,Kolsuz,Mini,A-line,Casual/Günlük,Tekli,"60% Viskon, 40% Polyester",Type 1,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,S/36,,Dress,https://www.trendyol.com/havos/hakim-yaka-cicekli-elbise-p-824056495,Örme,Çiçekli,Regular,Cool & Comfort,Volanlı,Hakim Yaka,Mavi,Kısa,Kısa,Regular,Casual/Günlük,Tekli,"95% Polyester, 5% Likra",30 derecede yıkama sağlanabilir,Pamuk Polyester,Basic,Trend,Regular,Tüm Yaş Grupları,Düğmeli,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,Evet,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-lacivert-cizgili-uzun-salas-elbise-elb-19001075-p-39761205,Dokuma,Çizgili,Regular,Cool & Comfort,Standart Kol,Bisiklet Yaka,Lacivert,Kolsuz,Uzun,Basic,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Christmas,Günlük,Maxi,,,,,,,,,,,,,,,,,,,,,
0,1.65,,,,)Not,52,Dress,https://www.trendyol.com/missamour/kadin-siyah-onden-baglamali-yirtmaci-elbise-p-737133390,,,Comfort,,,,Siyah,,,,,,100% Pamuk,,,,Trend,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cool-sexy/kadin-siyah-ayarlanabilir-askili-maxi-elbise-men2004-p-750030619,Örme,Düz,Regular,,Kolsuz,U Yaka,Siyah,Askılı,Uzun,Bodycone,Şık / gece,Tekli,"95% Polyester, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/alfudo-moda-collection/prenses-model-askili-elbise-p-811091891,Dokuma,Düz,,,Askılı,,Lacivert,Askılı,Mini,,,,,,Krep,,Gece,Mini,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/live-sport/kadin-mini-boy-balon-kollu-krep-elbise-p-820466000,Örme,,Regular,Fashion Forward,Büzgülü/Fırfırlı Kol,Kare Yaka,Kırmızı,Kısa,Mini,Regular,Casual/Günlük,,"95% Polyester, 5% Elestan",,Polyester Karışımlı,,Günlük,Mini,Tüm Yaş Grupları,,Cepsiz,,Düz,Orta,,Hayır,,Astarsız,Krep,,Kemersiz,,,,,,,,
0,167,,,,,50,Dress,https://www.trendyol.com/bold-young/kadin-cepli-yikanmis-pamuklu-mavi-kot-elbise-p-322851342,Dokuma,Düz,Comfort,Smart,Kısa Kol,V Yaka,Mavi,Truvakar Kol,Standart,Basic,Casual/Günlük,Tekli,100% Pamuk,Type 1,Likra,Basic,Günlük,Mini,Tüm Yaş Grupları,Kapamasız,Çift,Yıkamalı,Düz,İnce,İç Göstermeyen,Hayır,,Astarsız,Comfort,Baskısız,Kemersiz,,,Gizli Cep,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2292-kemerli-elbise-mint-p-808408814,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Yeşil,Kısa,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% LikraÜrün",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cb-made-in-italy/italyan-ipek-dantel-elbise-p-821983799,Dokuma,,Comfort,,,,Haki,,172,,,,,,İpek,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dilvin/90717-midi-elbise-siyah-p-691862226,Örme,Düz,Dar,Cool & Comfort,Tek Kol,Asimetrik Yaka,Siyah,Omzu Açık,Midi,Basic,Party,Tekli,"96% Poliester, 4% Elastan",Type 1,Polyester Karışımlı,Basic,Trend,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,,,,,Baskısız,Kemersiz,,,,,,,,
0,100,kısmında,60,91,,,Dress,https://www.trendyol.com/maule/arka-fermuarli-yirtmacli-genis-askili-jean-denim-maksi-kadin-elbise-berlin-p-809424975,Denim,Düz,Bodycon,,Askılı,U Yaka,Mavi,Askılı,Uzun,,,,"95% Pamuk, 5% Elastan",,Denim,,,Uzun,,Fermuarlı,,,,,Yırtmaçlı,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/khar/kadin-oleander-drape-detay-elbise-p-815067562,Örme,,Regular,,,,Pembe,,Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/select-moda/kadin-siyah-dugme-detayli-kusakli-ceket-elbise-p-238745241,Dokuma,Düz,Ceket Elbise,Feminine,Kısa Kol,Ceket Yaka,Siyah,Kısa,Mini,A-line,Gündüz / Gece,Tekli,"85% Polyester, 15% Elastan",T1,Polyester,Basic,Trend,Mini,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Kuşaklı,,,İç Göstermeyen,,,Astarlı,,,Kuşaklı,,,,,,,,
0,1.67,ölçüsü,62,92,,,Dress,https://www.trendyol.com/new-laviva/kadin-mavi-bej-uzun-balon-kol-yuvarlak-yaka-beli-kusakli-a-kesim-maksi-elbise-p-785940015,Dokuma,Desenli,Regular,Feminine,Balon Kol,Bisiklet Yaka,Mavi,Uzun,Standart,Regular,Casual/Günlük,Tekli,100% Polyester,T1,Polyester,Design,Trend,Maxi,Tüm Yaş Grupları,Kuşaklı,,Aksesuar Detay,Düz,,İç Göstermeyen,,NOS,,,,,,,,,,,,
0,1.72,85,60,90,,,Dress,https://www.trendyol.com/eka/kadin-siyah-askili-yirtmacli-uzun-elbise-1009-1034-p-263684009,Dokuma,Düz,Slim Fit,Sexy,Askılı,Degaje Yaka,Siyah,Askılı,Uzun,Stretch,Şık / gece,Tekli,"95% Polyester, 5% Elastan",T1,Pamuk Polyester,Prom/Bridesmaid,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,Orta,Yırtmaçlı,Hayır,,Astarsız,Polyester Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/viyamo/kadin-uzun-kollu-kruvaze-yaka-dijital-baskili-fiyonk-detay-atlas-kumas-siyah-kahve-elbise-p-679648872,Örme,Desenli,Bele Oturan,Fashion Forward,Uzun Kol,Kruvaze,Kahverengi,Uzun,Midi,Regular,Business,Tekli,,T1,Pamuklu,Design,Trend,Regular,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Bağlama Detay,Baskılı,Orta,İç Göstermeyen,Evet,,Astarsız,Jakar,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/siyah-asimetrik-kesim-etegi-baglamali-krep-kumas-elbise-p-330060528,Dokuma,Düz,Regular,Feminine,Standart Kol,Kayık Yaka,Siyah,Askılı,Standart,A-line,Düğün/Nikah,Tekli,"96% Polyester, 4% elastandır",Type 1,Krep,Basic,Gece,Mini,21 - 40 Yaş,Kapamasız,Cepsiz,Cut Out,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
0,,Eni,32,,,,Dress,https://www.trendyol.com/esrahelvaci/halter-yaka-yirtmacli-puana-elbise-p-821202636,Dokuma,Puantiyeli,Bele Oturan,Feminine,Kolsuz,Halter Yaka,Bej,Kolsuz,Uzun,Bootcut,Günlük,Tekli,,,%100 Pamuk,Young,Trend,Uzun,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Yırtmaçlı,Düz,İnce,Yırtmaçlı,,,Astarlı,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/trend-alacati-stili/kadin-siyah-bisiklet-yaka-duble-kol-yirtmacli-elbise-alc-x11485-p-801221900,Dokuma,Düz,Regular,Fashion Forward,Standart Kol,Bisiklet Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"70% Pamuk, 30% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk Polyester,Basic,Günlük,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,2 İplik Şardonsuz,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/janes/kadin-kisa-kollu-v-yaka-ribana-detay-midi-boy-viskon-elbise-p-818177678,Dokuma,,Regular,Feminine,,,Siyah,Kısa,Midi,Regular,,,,,,Modest,,,Tüm Yaş Grupları,,Çift,,Düz,Orta,İç Göstermeyen,,NOS,,Viskon Süprem,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/isilda/kadin-giyim-drapeli-madonna-yaka-elbise-p-306532986,Dokuma,Düz,Fitted,Fashion Forward,Standart Kol,Kalp Yaka,Beyaz,Kısa,Mini,Bodycone,Şık / gece,Tekli,,T1,,Basic,Gece,Mini,,,,,,,,,,,,,,,,,,,,,
0,1.75,82,60,89,S/34/1%80,,Dress,https://www.trendyol.com/kozzy/kadin-yazlik-regular-fit-mini-basic-v-yaka-kisa-kollu-pamuk-elbise-p-816762045,Dokuma,Çizgili,Regular,Sexy,Kısa Kol,V Yaka,Siyah,Kısa,Regular,Regular,Casual/Günlük,Tekli,"80% Pamuk, 20% Polyester",,%100 Pamuk,Design,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,İnce,İç Göstermeyen,Recycle+Organik,SS,Astarsız,Viskon Süprem,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/khar/ip-askili-sirt-dekolteli-mini-elbise-p-335732706,Örme,Düz,Fitted,Fashion Forward,Askılı,,Siyah,Askılı,Mini,Bodycone,Party,Tekli,,Type1,,Design,Gece,Mini,,,Cepsiz,,,,,,,Astarlı,,,,,,,,,,,
0,1.63,,,,,49,Dress,https://www.trendyol.com/grej-tr/kadin-siyah-askili-saten-elbise-p-104252223,Dokuma,,Comfort,,Kolsuz,,Siyah,Askılı,Midi,,,Tekli,100% Polyester,Type 1,Polyester,Basic,Günlük,Maxi,,,,,Düz,Orta,Saten,,,,Saten,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/hello-mymoda/cicek-desenli-yirtmacli-elbise-p-306512653,Dokuma,Çiçekli,Yırtmaçlı,Cool & Comfort,Kısa Kol,Kare Yaka,Çok Renkli,Kısa,Regular,,,,100% Polyester,,Likra,,Trend,Maxi,,Kapamasız,Cepsiz,,Baskılı,İnce,Yırtmaçlı,,,Astarlı,,,,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/leyla-saglam/kadin-siyah-astarli-yarim-balikci-yaka-uzun-kol-tullu-elbise-p-748242277,Dokuma,Düz,Fitted,Feminine,Uzun Kol,Yarım Balıkçı Yaka,Siyah,Uzun,Uzun,Bodycone,Düğün/Nikah,Tekli,,T1,Tül,Design,,Uzun,Tüm Yaş Grupları,Düğmeli,Cepsiz,,Düz,İnce,Çıkabilir Astar,,,Astarlı,Tül,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-lacivert-etnik-desen-beli-lastikli-baglamali-elbise-arm-21k001249-p-117775203,Dokuma,Etnik,Regular,Cool & Comfort,Standart Kol,Bisiklet Yaka,Çok Renkli,Truvakar Kol,Midi,Anvelop,Casual/Günlük,,"80% Viskon, 20% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Prom/Bridesmaid,Günlük,Midi,,,,,,,Beli lastikli,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/way-of-love/simli-sirt-dekolteli-mini-elbise-yilbasi-ozel-gun-elbisesi-p-732437681,Dokuma,Düz,Fitted,Sexy,Askılı,Kare Yaka,Pembe,Askılı,Mini,Basic,Party,Tekli,,Type 1,Polyester,Design,Gece,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,,Orta,,Evet,,Astarlı,,Pul işleme,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/new-laviva/kadin-turuncu-kolsuz-halter-yaka-duz-renk-desen-a-line-kalip-kesim-firfirli-midi-elbise-p-735548846,Dokuma,Düz,Regular,Feminine,Kolsuz,Halter Yaka,Turuncu,Kolsuz,Standart,Regular,Casual/Günlük,Tekli,100% Polyester,type 1,Polyester,Design,Trend,,Tüm Yaş Grupları,,Cepsiz,Aksesuar Detay,Düz,,İç Göstermeyen,,NOS,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mamayaga/kadin-cizgili-kolsuz-spor-sik-siyah-beyaz-elbise-p-815108429,Örme,Çizgili,Comfort,,Kolsuz,Bisiklet Yaka,Siyah,Kolsuz,Standart,,Casual/Günlük,,,,Pamuk Polyester,,Günlük,Midi,,,,,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fabrika/kadin-siyah-beyaz-elbise-p-720393867,,,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,S,56,Dress,https://www.trendyol.com/puqqa/siyah-bisiklet-yaka-yarim-kol-elbise-puqqa02-p-815937013,Dokuma,Baskılı,Gömlek,Cool & Comfort,Askılı,Bisiklet Yaka,Siyah,Askılı,Uzun,A-line,Casual/Günlük,Tekli,100% Polyester,T1,Polyester,,Trend,Uzun,Tüm Yaş Grupları,,,,,,,,,Astarlı,Sandy,,,,,,,,,,
0,1.67,,,,S/36,52kgModelin,Dress,https://www.trendyol.com/lumuteks/kadin-siyah-mini-straplez-dalgic-elbise-p-793131044,Örme,Düz,Straplez,Sexy,Uzun Kol,Straplez,Siyah,Uzun,Mini,Bodycone,Gündüz / Gece,Tekli,"95% Pamuk, 5% Likra",Type1,Pamuk Polyester,Basic,Trend,Mini,Tüm Yaş Grupları,,,,,,,,,Astarlı,,,,,,,,,,,
0,Yırtmaçlı,,,,,,Dress,https://www.trendyol.com/genel-markalar/beyaz-mavi-cicekli-midi-boy-yirtmacli-elbise-p-274561003,Dokuma,Baskılı,Regular,Cool & Comfort,Askılı,Kalp Yaka,Beyaz,Kısa,Midi,A-line,Casual/Günlük,Tekli,"95% Pamuk, 5% Polyester",Type 1,Polyester,Basic,Trend,Midi,Tüm Yaş Grupları,,Cepsiz,,Düz,Orta,Yırtmaçlı,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/tarzinensa/kadin-siyah-bluz-polo-yaka-crop-gold-dugmeli-crop-kisa-kol-bluz-crop-yazlik-bluz-p-736443737,Triko,Düz,Crop,Cool & Comfort,Kısa Kol,Polo Yaka,Beyaz,Kısa,Crop,Basic,Casual/Günlük,Tekli,,type 1,Dokuma,Basic,Trend,Regular,Tüm Yaş Grupları,Düğmeli,Cepsiz,Düğme,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,Micro,Baskısız,Kemersiz,Yok,,,,,,,
0,1.75Numune,,,,,,Dress,https://www.trendyol.com/kozzy/fitted-vucuda-oturan-bisiklet-yaka-kisa-kollu-mini-elbise-siyah-p-687508836,Örme,Düz,Bodycon,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Mini,Slim,Casual/Günlük,Tekli,,,Örme,Young,Günlük,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,Organik,,Astarsız,Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/avaz/kadin-trend-desenli-tul-astarli-elbise-p-735394662,Dokuma,Baskılı,Regular,,Standart Kol,V Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"0% 30 Pamuk, 0% 70 Polyester",Type 1,Pamuk Polyester,,Trend,Uzun,,,,,,,,,,Astarlı,Tül,,,,,,,,,,
0,Ağartıcı,,,,,,Dress,https://www.trendyol.com/madmext/yesil-desenli-uzun-kollu-tul-elbise-mg2008-p-805689041,Dokuma,Desenli,Slim,,,,Yeşil,Uzun,Uzun,,,,"65% Pamuk, 35% Polyester",,,,,,,,,,,,,,,,Tül,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/madmext/siyah-basic-yarim-balikci-uzun-kollu-elbise-mg1947-p-772272478,Örme,Düz,Slim,Cool & Comfort,Standart Kol,Bisiklet Yaka,Siyah,Uzun,Uzun,A-line,Casual/Günlük,Tekli,"95% VİSKON, 5% Elastan",Type 1,Dokuma,Basic,Günlük,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,Detaysız,Düz,Orta,Ek Özellik Mevcut Değil,Hayır,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/asar-moda-tekstil/kadin-basic-elbise-vucuda-oturan-viskon-esnek-elbise-p-793927418,Örme,Düz,Kalem,Sexy,Kolsuz,Bisiklet Yaka,Siyah,Kolsuz,Midi,Slim,Gündüz / Gece,Tekli,,,Pamuk Polyester,Unisex,Günlük,Midi,Tüm Yaş Grupları,,Cepsiz,Biyeli,,Orta,İç Göstermeyen,Hayır,,Astarsız,Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,135,,,,,,Dress,https://www.trendyol.com/maximor/kadin-siyah-renk-bisiklet-yaka-kisa-kol-fitilli-kaskorse-kumas-kalem-elbise-boy-135-cm-p-789276172,Örme,Düz,Kalem,None Persona,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Mini,Regular,Casual/Günlük,Tekli,,,Pamuk-Polyester-Elastan,,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/desenli-mini-elbise-ince-askili-baglama-detayli-p-274971109,Dokuma,Çiçekli,Regular,,Standart Kol,Havuz Yaka,Yeşil,Askılı,Mini,Basic,Casual/Günlük,Tekli,100% Viskoz,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Christmas,,,,,,,,İnce,,,,,,,,,,,,,,,
0,18,84,63Manken,,,,Dress,https://www.trendyol.com/defacto/hakim-yaka-twill-midi-kisa-kollu-elbise-a9445ax23hs-p-746461562,Dokuma,Düz,Regular,,Standart Kol,Hakim Yaka,Lacivert,Kısa,Midi,Gömlek Elbise,Casual/Günlük,Tekli,"88% Viskoz, 12% Poliamid",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,,,,,,,,,,,,,,Twill,,,,,,,,,,
0,1.65,,,,,52,Dress,https://www.trendyol.com/missamour/kadin-yazlik-trend-u-yaka-yirtmacli-fitili-elbise-p-800680064,Örme,,Comfort,,,U Yaka,Siyah,,Midi,,,,,,,,Trend,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bershka/askili-kare-yaka-midi-elbise-p-805477786,Dokuma,Düz,Comfort,Cool & Comfort,Standart Kol,Kare Yaka,Haki,Askılı,Standart,Basic,Casual/Günlük,Tekli,"96% Pamuk, 4% Elastan",Type1,Pamuklu,Basic,Trend,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,,,,,Baskısız,Kemersiz,,,,,,,,
0,,,,,S/36,,Dress,https://www.trendyol.com/havos/siyah-kisa-kol-vatkali-penye-elbise-p-817202476,Örme,,Regular,Cool & Comfort,Kısa Kol,Bisiklet Yaka,Siyah,Kısa,Kısa,Basic,Casual/Günlük,Tekli,,30 derecede yıkama sağlanabilir,Pamuklu,Basic,Trend,Midi,Tüm Yaş Grupları,,Cepsiz,Vatkalı,Düz,Orta,Ek Özellik Mevcut Değil,Evet,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/saks-mavisi-asimetrik-kesim-etegi-baglamali-krep-kumas-elbise-p-330058674,Dokuma,Düz,Regular,Feminine,Standart Kol,Kayık Yaka,Lacivert,Askılı,Standart,A-line,Düğün/Nikah,Tekli,"96% Polyester, 4% elastandır",Type 1,Krep,Basic,Gece,Mini,21 - 40 Yaş,Kapamasız,Cepsiz,Cut Out,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
